,index,Unicode_Character,character,structure,segment,pinyin,segment1,segment2,pinyin1,pinyin2,consonant,vowel,tone,consonant1,vowel1,tone1,consonant2,vowel2,tone2,segment1_sound,segment2_sound
6066,6390,U+0873D,蜽,0,虫兩,liang3,虫,兩,chong2,liang3,l,iang,3,ch,ong,2,l,iang,3,"[0, 0, 0]","[1, 1, 1]"
6067,6391,U+0873E,蜾,0,虫果,guo3,虫,果,chong2,guo3,g,uo,3,ch,ong,2,g,uo,3,"[0, 0, 0]","[1, 1, 1]"
6068,6392,U+0873F,蜿,0,虫宛,wan1,虫,宛,chong2,wan3,w,an,1,ch,ong,2,w,an,3,"[0, 0, 0]","[1, 1, 0]"
6069,6393,U+08740,蝀,0,虫東,dong1,虫,東,chong2,dong1,d,ong,1,ch,ong,2,d,ong,1,"[0, 1, 0]","[1, 1, 1]"
6070,6394,U+08741,蝁,1,亞虫,e4,亞,虫,ya4,chong2,00,e,4,y,a,4,ch,ong,2,"[0, 0, 1]","[0, 0, 0]"
6071,6395,U+0874C,蝌,0,虫科,ke1,虫,科,chong2,ke1,k,e,1,ch,ong,2,k,e,1,"[0, 0, 0]","[1, 1, 1]"
6072,6396,U+0874E,蝎,0,虫曷,he2,虫,曷,chong2,he2,h,e,2,ch,ong,2,h,e,2,"[0, 0, 1]","[1, 1, 1]"
6073,6397,U+08751,蝑,0,虫胥,xu1,虫,胥,chong2,xu1,x,u,1,ch,ong,2,x,u,1,"[0, 0, 0]","[1, 1, 1]"
6074,6398,U+08752,蝒,0,虫面,mian2,虫,面,chong2,mian4,m,ian,2,ch,ong,2,m,ian,4,"[0, 0, 1]","[1, 1, 0]"
6075,6399,U+08753,蝓,0,虫兪,yu2,虫,兪,chong2,yu2,y,u,2,ch,ong,2,y,u,2,"[0, 0, 1]","[1, 1, 1]"
6076,6400,U+08755,蝕,0,飠虫,shi2,飠,虫,shi2,chong2,sh,i,2,sh,i,2,ch,ong,2,"[1, 1, 1]","[0, 0, 1]"
6077,6401,U+08757,蝗,0,虫皇,huang2,虫,皇,chong2,huang2,h,uang,2,ch,ong,2,h,uang,2,"[0, 0, 1]","[1, 1, 1]"
6078,6402,U+08758,蝘,0,虫匽,yan3,虫,匽,chong2,yan3,y,an,3,ch,ong,2,y,an,3,"[0, 0, 0]","[1, 1, 1]"
6079,6403,U+08759,蝙,0,虫扁,bian1,虫,扁,chong2,bian3,b,ian,1,ch,ong,2,b,ian,3,"[0, 0, 0]","[1, 1, 0]"
6080,6404,U+0875A,蝚,0,虫柔,rou2,虫,柔,chong2,rou2,r,ou,2,ch,ong,2,r,ou,2,"[0, 0, 1]","[1, 1, 1]"
6081,6405,U+0875D,蝝,0,虫彖,yuan2,虫,彖,chong2,tuan4,y,uan,2,ch,ong,2,t,uan,4,"[0, 0, 1]","[0, 1, 0]"
6082,6406,U+0875F,蝟,0,虫胃,wei4,虫,胃,chong2,wei4,w,ei,4,ch,ong,2,w,ei,4,"[0, 0, 0]","[1, 1, 1]"
6083,6407,U+08760,蝠,0,虫畐,fu2,虫,畐,chong2,fu2,f,u,2,ch,ong,2,f,u,2,"[0, 0, 1]","[1, 1, 1]"
6084,6408,U+08761,蝡,0,虫耎,ruan3,虫,耎,chong2,ruan3,r,uan,3,ch,ong,2,r,uan,3,"[0, 0, 0]","[1, 1, 1]"
6085,6409,U+08763,蝣,0,虫斿,you2,虫,斿,chong2,you2,y,ou,2,ch,ong,2,y,ou,2,"[0, 0, 1]","[1, 1, 1]"
6086,6410,U+08764,蝤,0,虫酋,qiu2,虫,酋,chong2,qiu2,q,iu,2,ch,ong,2,q,iu,2,"[0, 0, 1]","[1, 1, 1]"
6087,6411,U+08765,蝥,1,敄虫,mao2,敄,虫,wu4,chong2,m,ao,2,w,u,4,ch,ong,2,"[0, 0, 0]","[0, 0, 1]"
6088,6412,U+08765,蝥,1,敄虫,mao2,敄,虫,wu4,chong2,m,ao,2,w,u,4,ch,ong,2,"[0, 0, 0]","[0, 0, 1]"
6089,6413,U+08766,蝦,0,虫叚,xia1,虫,叚,chong2,jia3,x,ia,1,ch,ong,2,j,ia,3,"[0, 0, 0]","[0, 1, 0]"
6091,6415,U+0876A,蝪,0,虫昜,tang1,虫,昜,chong2,yang2,t,ang,1,ch,ong,2,y,ang,2,"[0, 0, 0]","[0, 1, 0]"
6092,6416,U+0876F,蝯,0,虫爰,yuan2,虫,爰,chong2,yuan2,y,uan,2,ch,ong,2,y,uan,2,"[0, 0, 1]","[1, 1, 1]"
6094,6418,U+08774,蝴,0,虫胡,hu2,虫,胡,chong2,hu2,h,u,2,ch,ong,2,h,u,2,"[0, 0, 1]","[1, 1, 1]"
6095,6419,U+08776,蝶,0,虫枼,die2,虫,枼,chong2,ye4,d,ie,2,ch,ong,2,y,e,4,"[0, 0, 1]","[0, 0, 0]"
6096,6420,U+08778,蝸,0,虫咼,gua1,虫,咼,chong2,wai1,g,ua,1,ch,ong,2,w,ai,1,"[0, 0, 0]","[0, 0, 1]"
6097,6421,U+08782,螂,0,虫郞,lang2,虫,郞,chong2,lang2,l,ang,2,ch,ong,2,l,ang,2,"[0, 0, 1]","[1, 1, 1]"
6098,6422,U+08787,螇,0,虫奚,xi1,虫,奚,chong2,xi1,x,i,1,ch,ong,2,x,i,1,"[0, 0, 0]","[1, 1, 1]"
6099,6423,U+08789,螉,0,虫翁,weng1,虫,翁,chong2,weng1,w,eng,1,ch,ong,2,w,eng,1,"[0, 0, 0]","[1, 1, 1]"
6100,6424,U+0878A,螊,0,虫兼,lian2,虫,兼,chong2,jian1,l,ian,2,ch,ong,2,j,ian,1,"[0, 0, 1]","[0, 1, 0]"
6101,6425,U+0878C,螌,1,般虫,ban1,般,虫,ban1,chong2,b,an,1,b,an,1,ch,ong,2,"[1, 1, 1]","[0, 0, 0]"
6102,6426,U+0878D,融,0,鬲虫,rong2,鬲,虫,li4,chong2,r,ong,2,l,i,4,ch,ong,2,"[0, 0, 0]","[0, 1, 1]"
6104,6428,U+08798,螘,0,虫豈,yi3,虫,豈,chong2,qi3,y,i,3,ch,ong,2,q,i,3,"[0, 0, 0]","[0, 1, 1]"
6106,6430,U+0879D,螝,0,虫鬼,hui4,虫,鬼,chong2,gui3,h,ui,4,ch,ong,2,g,ui,3,"[0, 0, 0]","[0, 1, 0]"
6107,6431,U+0879F,螟,0,虫冥,ming2,虫,冥,chong2,ming2,m,ing,2,ch,ong,2,m,ing,2,"[0, 0, 1]","[1, 1, 1]"
6111,6435,U+087AB,螫,1,赦虫,shi4,赦,虫,she4,chong2,sh,i,4,sh,e,4,ch,ong,2,"[1, 0, 1]","[0, 0, 0]"
6112,6436,U+087AD,螭,0,虫离,chi1,虫,离,chong2,li2,ch,i,1,ch,ong,2,l,i,2,"[1, 0, 0]","[0, 1, 0]"
6113,6437,U+087AE,螮,0,虫帶,di4,虫,帶,chong2,dai4,d,i,4,ch,ong,2,d,ai,4,"[0, 0, 0]","[1, 0, 1]"
6114,6438,U+087AF,螯,1,敖虫,ao2,敖,虫,ao2,chong2,00,ao,2,00,ao,2,ch,ong,2,"[1, 1, 1]","[0, 0, 1]"
6115,6439,U+087B3,螳,0,虫堂,tang2,虫,堂,chong2,tang2,t,ang,2,ch,ong,2,t,ang,2,"[0, 0, 1]","[1, 1, 1]"
6117,6441,U+087B7,螷,1,庳虫,pi2,庳,虫,bei1,chong2,p,i,2,b,ei,1,ch,ong,2,"[0, 0, 0]","[0, 0, 1]"
6118,6442,U+087B8,螸,1,欲虫,yu2,欲,虫,yu4,chong2,y,u,2,y,u,4,ch,ong,2,"[1, 1, 0]","[0, 0, 1]"
6119,6443,U+087B9,螹,0,虫斬,jian4,虫,斬,chong2,zhan3,j,ian,4,ch,ong,2,zh,an,3,"[0, 0, 0]","[0, 0, 0]"
6120,6444,U+087BA,螺,0,虫累,luo2,虫,累,chong2,lei4,l,uo,2,ch,ong,2,l,ei,4,"[0, 0, 1]","[1, 0, 0]"
6121,6445,U+087BB,螻,0,虫婁,lou2,虫,婁,chong2,lou2,l,ou,2,ch,ong,2,l,ou,2,"[0, 0, 1]","[1, 1, 1]"
6122,6446,U+087BC,螼,0,虫堇,qin3,虫,堇,chong2,jin3,q,in,3,ch,ong,2,j,in,3,"[0, 0, 0]","[0, 1, 1]"
6124,6448,U+087BE,螾,0,虫寅,yin3,虫,寅,chong2,yin2,y,in,3,ch,ong,2,y,in,2,"[0, 0, 0]","[1, 1, 0]"
6125,6449,U+087C0,蟀,0,虫率,shuai4,虫,率,chong2,lv4,sh,uai,4,ch,ong,2,l,v,4,"[0, 0, 0]","[0, 0, 1]"
6127,6451,U+087C4,蟄,1,執虫,zhe2,執,虫,zhi2,chong2,zh,e,2,zh,i,2,ch,ong,2,"[1, 0, 1]","[0, 0, 1]"
6128,6452,U+087C6,蟆,0,虫莫,ma2,虫,莫,chong2,mo4,m,a,2,ch,ong,2,m,o,4,"[0, 0, 1]","[1, 0, 0]"
6129,6453,U+087C8,蟈,0,虫國,guo1,虫,國,chong2,guo2,g,uo,1,ch,ong,2,g,uo,2,"[0, 0, 0]","[1, 1, 0]"
6130,6454,U+087C9,蟉,0,虫翏,liu2,虫,翏,chong2,liu4,l,iu,2,ch,ong,2,l,iu,4,"[0, 0, 1]","[1, 1, 0]"
6132,6456,U+087CB,蟋,0,虫悉,xi1,虫,悉,chong2,xi1,x,i,1,ch,ong,2,x,i,1,"[0, 0, 0]","[1, 1, 1]"
6134,6458,U+087D2,蟒,0,虫莽,mang3,虫,莽,chong2,mang3,m,ang,3,ch,ong,2,m,ang,3,"[0, 0, 0]","[1, 1, 1]"
6135,6459,U+087D8,蟘,0,虫貸,te4,虫,貸,chong2,dai4,t,e,4,ch,ong,2,d,ai,4,"[0, 0, 0]","[0, 0, 1]"
6136,6460,U+087DC,蟜,0,虫喬,jiao3,虫,喬,chong2,qiao2,j,iao,3,ch,ong,2,q,iao,2,"[0, 0, 0]","[0, 1, 0]"
6137,6461,U+087E0,蟠,0,虫番,pan2,虫,番,chong2,fan1,p,an,2,ch,ong,2,f,an,1,"[0, 0, 1]","[0, 1, 0]"
6138,6462,U+087E1,蟡,0,虫爲,gui3,虫,爲,chong2,wei4,g,ui,3,ch,ong,2,w,ei,4,"[0, 0, 0]","[0, 0, 0]"
6139,6463,U+087E3,蟣,0,虫幾,ji3,虫,幾,chong2,ji3,j,i,3,ch,ong,2,j,i,3,"[0, 0, 0]","[1, 1, 1]"
6140,6464,U+087E5,蟥,0,虫黃,huang2,虫,黃,chong2,huang2,h,uang,2,ch,ong,2,h,uang,2,"[0, 0, 1]","[1, 1, 1]"
6141,6465,U+087E8,蟨,8,厥虫,jue2,厥,虫,jue2,chong2,j,ue,2,j,ue,2,ch,ong,2,"[1, 1, 1]","[0, 0, 1]"
6142,6466,U+087EA,蟪,0,虫惠,hui4,虫,惠,chong2,hui4,h,ui,4,ch,ong,2,h,ui,4,"[0, 0, 0]","[1, 1, 1]"
6143,6467,U+087EC,蟬,0,虫單,chan2,虫,單,chong2,dan1,ch,an,2,ch,ong,2,d,an,1,"[1, 0, 1]","[0, 1, 0]"
6144,6468,U+087EF,蟯,0,虫堯,rao2,虫,堯,chong2,yao2,r,ao,2,ch,ong,2,y,ao,2,"[0, 0, 1]","[0, 1, 1]"
6145,6469,U+087F0,蟰,0,虫肅,xiao1,虫,肅,chong2,su4,x,iao,1,ch,ong,2,s,u,4,"[0, 0, 0]","[0, 0, 0]"
6148,6472,U+087F6,蟶,0,虫聖,cheng1,虫,聖,chong2,sheng4,ch,eng,1,ch,ong,2,sh,eng,4,"[1, 0, 0]","[0, 1, 0]"
6149,6473,U+087F7,蟷,0,虫當,dang1,虫,當,chong2,dang1,d,ang,1,ch,ong,2,d,ang,1,"[0, 0, 0]","[1, 1, 1]"
6150,6474,U+087F9,蟹,1,解虫,xie4,解,虫,jie3,chong2,x,ie,4,j,ie,3,ch,ong,2,"[0, 1, 0]","[0, 0, 0]"
6151,6475,U+087FA,蟺,0,虫亶,shan4,虫,亶,chong2,dan3,sh,an,4,ch,ong,2,d,an,3,"[0, 0, 0]","[0, 1, 0]"
6152,6476,U+087FB,蟻,0,虫義,yi3,虫,義,chong2,yi4,y,i,3,ch,ong,2,y,i,4,"[0, 0, 0]","[1, 1, 0]"
6153,6477,U+087FE,蟾,0,虫詹,chan2,虫,詹,chong2,zhan1,ch,an,2,ch,ong,2,zh,an,1,"[1, 0, 1]","[0, 1, 0]"
6154,6478,U+08801,蠁,1,鄕虫,xiang4,鄕,虫,xiang1,chong2,x,iang,4,x,iang,1,ch,ong,2,"[1, 1, 0]","[0, 0, 0]"
6156,6480,U+08805,蠅,0,虫黽,ying2,虫,黽,chong2,min3,y,ing,2,ch,ong,2,m,in,3,"[0, 0, 1]","[0, 0, 0]"
6157,6481,U+08806,蠆,1,萬虫,chai4,萬,虫,wan4,chong2,ch,ai,4,w,an,4,ch,ong,2,"[0, 0, 1]","[1, 0, 0]"
6158,6482,U+08807,蠇,0,虫萬,li4,虫,萬,chong2,wan4,l,i,4,ch,ong,2,w,an,4,"[0, 0, 0]","[0, 0, 1]"
6159,6483,U+0880D,蠍,0,虫歇,xie1,虫,歇,chong2,xie1,x,ie,1,ch,ong,2,x,ie,1,"[0, 0, 0]","[1, 1, 1]"
6160,6484,U+08811,蠑,0,虫榮,rong2,虫,榮,chong2,rong2,r,ong,2,ch,ong,2,r,ong,2,"[0, 1, 1]","[1, 1, 1]"
6161,6485,U+08813,蠓,0,虫蒙,meng3,虫,蒙,chong2,meng2,m,eng,3,ch,ong,2,m,eng,2,"[0, 0, 0]","[1, 1, 0]"
6162,6486,U+08815,蠕,0,虫需,ru2,虫,需,chong2,xu1,r,u,2,ch,ong,2,x,u,1,"[0, 0, 1]","[0, 1, 0]"
6163,6487,U+08816,蠖,0,虫蒦,huo4,虫,蒦,chong2,wo4,h,uo,4,ch,ong,2,w,o,4,"[0, 0, 0]","[0, 0, 1]"
6164,6488,U+08817,蠗,0,虫翟,zhuo2,虫,翟,chong2,di2,zh,uo,2,ch,ong,2,d,i,2,"[0, 0, 1]","[0, 0, 1]"
6165,6489,U+08819,蠙,0,虫賓,bin1,虫,賓,chong2,bin1,b,in,1,ch,ong,2,b,in,1,"[0, 0, 0]","[1, 1, 1]"
6166,6490,U+0881B,蠛,0,虫蔑,mie4,虫,蔑,chong2,mie4,m,ie,4,ch,ong,2,m,ie,4,"[0, 0, 0]","[1, 1, 1]"
6167,6491,U+0881C,蠜,1,樊虫,fan2,樊,虫,fan2,chong2,f,an,2,f,an,2,ch,ong,2,"[1, 1, 1]","[0, 0, 1]"
6168,6492,U+0881F,蠟,0,虫巤,la4,虫,巤,chong2,lie1,l,a,4,ch,ong,2,l,ie,1,"[0, 0, 0]","[1, 0, 0]"
6170,6494,U+08823,蠣,0,虫厲,li4,虫,厲,chong2,li4,l,i,4,ch,ong,2,l,i,4,"[0, 0, 0]","[1, 1, 1]"
6171,6495,U+08825,蠥,1,辥虫,nie4,辥,虫,xue1,chong2,n,ie,4,x,ue,1,ch,ong,2,"[0, 0, 0]","[0, 0, 0]"
6172,6496,U+0882A,蠪,1,龍虫,long2,龍,虫,long2,chong2,l,ong,2,l,ong,2,ch,ong,2,"[1, 1, 1]","[0, 1, 1]"
6174,6498,U+08831,蠱,1,蟲皿,gu3,蟲,皿,chong2,min3,g,u,3,ch,ong,2,m,in,3,"[0, 0, 0]","[0, 0, 1]"
6176,6500,U+08835,蠵,0,虫巂,xi1,虫,巂,chong2,sui3,x,i,1,ch,ong,2,s,ui,3,"[0, 0, 0]","[0, 0, 0]"
6178,6502,U+08838,蠸,0,虫雚,quan2,虫,雚,chong2,guan4,q,uan,2,ch,ong,2,g,uan,4,"[0, 0, 1]","[0, 1, 0]"
6183,6507,U+08840,血,1,一皿,xie3,一,皿,yi1,min3,x,ie,3,y,i,1,m,in,3,"[0, 0, 0]","[0, 0, 1]"
6184,6508,U+08841,衁,1,亡血,huang1,亡,血,wang2,xie3,h,uang,1,w,ang,2,x,ie,3,"[0, 0, 0]","[0, 0, 0]"
6185,6509,U+08843,衃,0,血不,pei1,血,不,xie3,bu4,p,ei,1,x,ie,3,b,u,4,"[0, 0, 0]","[0, 0, 0]"
6186,6510,U+08844,衄,0,血丑,nv4,血,丑,xie3,chou3,n,v,4,x,ie,3,ch,ou,3,"[0, 0, 0]","[0, 0, 0]"
6188,6512,U+0884A,衊,0,血蔑,mie4,血,蔑,xie3,mie4,m,ie,4,x,ie,3,m,ie,4,"[0, 1, 0]","[1, 1, 1]"
6189,6514,U+0884C,行,0,彳亍,xing2,彳,亍,chi4,chu4,x,ing,2,ch,i,4,ch,u,4,"[0, 0, 0]","[0, 0, 0]"
6190,6515,U+0884D,衍,4,行氵,yan3,行,氵,xing2,氵,y,an,3,x,ing,2,00,,氵,"[0, 0, 0]","[0, 0, 0]"
6191,6516,U+0884E,衎,4,行干,kan4,行,干,xing2,gan1,k,an,4,x,ing,2,g,an,1,"[0, 0, 0]","[0, 1, 0]"
6192,6517,U+08852,衒,4,行玄,xuan4,行,玄,xing2,xuan2,x,uan,4,x,ing,2,x,uan,2,"[1, 0, 0]","[1, 1, 0]"
6193,6518,U+08853,術,4,行朮,shu4,行,朮,xing2,shu4,sh,u,4,x,ing,2,sh,u,4,"[0, 0, 0]","[1, 1, 1]"
6194,6519,U+08855,衕,4,行同,tong4,行,同,xing2,tong2,t,ong,4,x,ing,2,t,ong,2,"[0, 0, 0]","[1, 1, 0]"
6195,6520,U+08857,街,4,行圭,jie1,行,圭,xing2,gui1,j,ie,1,x,ing,2,g,ui,1,"[0, 0, 0]","[0, 0, 1]"
6196,6521,U+08859,衙,4,行吾,ya2,行,吾,xing2,wu2,y,a,2,x,ing,2,w,u,2,"[0, 0, 1]","[0, 0, 1]"
6198,6523,U+08862,衢,4,行瞿,qu2,行,瞿,xing2,ju4,q,u,2,x,ing,2,j,u,4,"[0, 0, 1]","[0, 1, 0]"
6199,6525,U+08866,衦,0,衤干,gan3,衤,干,衤,gan1,g,an,3,00,,衤,g,an,1,"[0, 0, 0]","[1, 1, 0]"
6200,6526,U+0886B,衫,0,衤彡,shan1,衤,彡,衤,shan1,sh,an,1,00,,衤,sh,an,1,"[0, 0, 0]","[1, 1, 1]"
6201,6527,U+0886D,衭,0,衤夫,fu1,衤,夫,衤,fu1,f,u,1,00,,衤,f,u,1,"[0, 0, 0]","[1, 1, 1]"
6202,6528,U+0886F,衯,0,衤分,fen1,衤,分,衤,fen1,f,en,1,00,,衤,f,en,1,"[0, 0, 0]","[1, 1, 1]"
6203,6530,U+08872,衲,0,衤內,na4,衤,內,衤,nei4,n,a,4,00,,衤,n,ei,4,"[0, 0, 0]","[1, 0, 1]"
6204,6531,U+08875,衵,0,衤日,ri4,衤,日,衤,ri4,r,i,4,00,,衤,r,i,4,"[0, 0, 0]","[1, 1, 1]"
6205,6532,U+08877,衷,4,衣中,zhong1,衣,中,yi1,zhong1,zh,ong,1,y,i,1,zh,ong,1,"[0, 0, 1]","[1, 1, 1]"
6206,6533,U+08878,衸,0,衤介,xie4,衤,介,衤,jie4,x,ie,4,00,,衤,j,ie,4,"[0, 0, 0]","[0, 1, 1]"
6207,6534,U+08879,衹,0,衤氏,qi2,衤,氏,衤,shi4,q,i,2,00,,衤,sh,i,4,"[0, 0, 0]","[0, 1, 0]"
6208,6535,U+0887A,衺,4,衣牙,xie2,衣,牙,yi1,ya2,x,ie,2,y,i,1,y,a,2,"[0, 0, 0]","[0, 0, 1]"
6209,6536,U+0887D,衽,0,衤壬,ren4,衤,壬,衤,ren2,r,en,4,00,,衤,r,en,2,"[0, 0, 0]","[1, 1, 0]"
6210,6537,U+0887E,衾,1,今衣,qin1,今,衣,jin1,yi1,q,in,1,j,in,1,y,i,1,"[0, 1, 1]","[0, 0, 1]"
6211,6538,U+0887F,衿,0,衤今,jin1,衤,今,衤,jin1,j,in,1,00,,衤,j,in,1,"[0, 0, 0]","[1, 1, 1]"
6212,6539,U+08880,袀,0,衤勻,jun1,衤,勻,衤,yun2,j,un,1,00,,衤,y,un,2,"[0, 0, 0]","[0, 1, 0]"
6213,6540,U+08881,袁,4,衣叀,yuan2,衣,叀,yi1,zhuan1,y,uan,2,y,i,1,zh,uan,1,"[1, 0, 0]","[0, 1, 0]"
6214,6541,U+08882,袂,0,衤夬,mei4,衤,夬,衤,guai4,m,ei,4,00,,衤,g,uai,4,"[0, 0, 0]","[0, 0, 1]"
6215,6542,U+08888,袈,1,加衣,jia1,加,衣,jia1,yi1,j,ia,1,j,ia,1,y,i,1,"[1, 1, 1]","[0, 0, 1]"
6216,6543,U+08889,袉,0,衤它,tuo2,衤,它,衤,ta1,t,uo,2,00,,衤,t,a,1,"[0, 0, 0]","[1, 0, 0]"
6217,6544,U+0888B,袋,1,代衣,dai4,代,衣,dai4,yi1,d,ai,4,d,ai,4,y,i,1,"[1, 1, 1]","[0, 0, 0]"
6218,6545,U+0888C,袌,4,衣包,bao4,衣,包,yi1,bao1,b,ao,4,y,i,1,b,ao,1,"[0, 0, 0]","[1, 1, 0]"
6219,6546,U+0888D,袍,0,衤包,pao2,衤,包,衤,bao1,p,ao,2,00,,衤,b,ao,1,"[0, 0, 0]","[0, 1, 0]"
6220,6547,U+08891,袑,0,衤召,shao4,衤,召,衤,zhao4,sh,ao,4,00,,衤,zh,ao,4,"[0, 0, 0]","[0, 1, 1]"
6221,6548,U+08892,袒,0,衤旦,tan3,衤,旦,衤,dan4,t,an,3,00,,衤,d,an,4,"[0, 0, 0]","[0, 1, 0]"
6222,6549,U+08893,袓,0,衤且,ju3,衤,且,衤,qie3,j,u,3,00,,衤,q,ie,3,"[0, 0, 0]","[0, 0, 1]"
6223,6550,U+08896,袖,0,衤由,xiu4,衤,由,衤,you2,x,iu,4,00,,衤,y,ou,2,"[0, 0, 0]","[0, 0, 0]"
6225,6552,U+08899,袙,0,衤白,pa4,衤,白,衤,bai2,p,a,4,00,,衤,b,ai,2,"[0, 0, 0]","[0, 0, 0]"
6226,6553,U+0889A,袚,0,衤犮,bo1,衤,犮,衤,ba2,b,o,1,00,,衤,b,a,2,"[0, 0, 0]","[1, 0, 0]"
6227,6554,U+0889B,袛,0,衤氐,di1,衤,氐,衤,di3,d,i,1,00,,衤,d,i,3,"[0, 0, 0]","[1, 1, 0]"
6229,6556,U+088A0,袠,4,衣失,zhi4,衣,失,yi1,shi1,zh,i,4,y,i,1,sh,i,1,"[0, 1, 0]","[0, 1, 0]"
6230,6557,U+088A2,袢,0,衤半,pan4,衤,半,衤,ban4,p,an,4,00,,衤,b,an,4,"[0, 0, 0]","[0, 1, 1]"
6231,6558,U+088A4,袤,4,衣矛,mao4,衣,矛,yi1,mao2,m,ao,4,y,i,1,m,ao,2,"[0, 0, 0]","[1, 1, 0]"
6233,6560,U+088A8,袨,0,衤玄,xian4,衤,玄,衤,xuan2,x,ian,4,00,,衤,x,uan,2,"[0, 0, 0]","[1, 0, 0]"
6234,6561,U+088AA,袪,0,衤去,qu1,衤,去,衤,qu4,q,u,1,00,,衤,q,u,4,"[0, 0, 0]","[1, 1, 0]"
6235,6562,U+088AB,被,0,衤皮,bei4,衤,皮,衤,pi2,b,ei,4,00,,衤,p,i,2,"[0, 0, 0]","[0, 0, 0]"
6237,6564,U+088B1,袱,0,衤伏,fu2,衤,伏,衤,fu2,f,u,2,00,,衤,f,u,2,"[0, 0, 0]","[1, 1, 1]"
6238,6565,U+088B3,袳,0,衤多,chi3,衤,多,衤,duo1,ch,i,3,00,,衤,d,uo,1,"[0, 0, 0]","[0, 0, 0]"
6239,6566,U+088B4,袴,0,衤夸,ku4,衤,夸,衤,kua1,k,u,4,00,,衤,k,ua,1,"[0, 0, 0]","[1, 0, 0]"
6240,6567,U+088B7,袷,0,衤合,jia2,衤,合,衤,he2,j,ia,2,00,,衤,h,e,2,"[0, 0, 0]","[0, 0, 1]"
6241,6568,U+088BA,袺,0,衤吉,jie2,衤,吉,衤,ji2,j,ie,2,00,,衤,j,i,2,"[0, 0, 0]","[1, 0, 1]"
6242,6569,U+088BE,袾,0,衤朱,zhu1,衤,朱,衤,zhu1,zh,u,1,00,,衤,zh,u,1,"[0, 0, 0]","[1, 1, 1]"
6243,6570,U+088BF,袿,0,衤圭,gui1,衤,圭,衤,gui1,g,ui,1,00,,衤,g,ui,1,"[0, 0, 0]","[1, 1, 1]"
6246,6573,U+088CB,裋,0,衤豆,shu4,衤,豆,衤,dou4,sh,u,4,00,,衤,d,ou,4,"[0, 0, 0]","[0, 0, 1]"
6247,6574,U+088CE,裎,0,衤呈,cheng2,衤,呈,衤,cheng2,ch,eng,2,00,,衤,ch,eng,2,"[0, 0, 0]","[1, 1, 1]"
6248,6575,U+088CF,裏,4,衣里,li3,衣,里,yi1,li3,l,i,3,y,i,1,l,i,3,"[0, 1, 0]","[1, 1, 1]"
6249,6576,U+088D4,裔,1,衣冏,yi4,衣,冏,yi1,jiong3,y,i,4,y,i,1,j,iong,3,"[1, 1, 0]","[0, 0, 0]"
6250,6577,U+088D5,裕,0,衤谷,yu4,衤,谷,衤,gu3,y,u,4,00,,衤,g,u,3,"[0, 0, 0]","[0, 1, 0]"
6251,6578,U+088D6,裖,0,衤辰,zhen3,衤,辰,衤,chen2,zh,en,3,00,,衤,ch,en,2,"[0, 0, 0]","[0, 1, 0]"
6252,6579,U+088D8,裘,1,求衣,qiu2,求,衣,qiu2,yi1,q,iu,2,q,iu,2,y,i,1,"[1, 1, 1]","[0, 0, 0]"
6253,6580,U+088D9,裙,0,衤君,qun2,衤,君,衤,jun1,q,un,2,00,,衤,j,un,1,"[0, 0, 0]","[0, 1, 0]"
6254,6581,U+088DB,裛,4,衣邑,yi4,衣,邑,yi1,yi4,y,i,4,y,i,1,y,i,4,"[1, 1, 0]","[1, 1, 1]"
6255,6582,U+088DC,補,0,衤甫,bu3,衤,甫,衤,fu3,b,u,3,00,,衤,f,u,3,"[0, 0, 0]","[0, 1, 1]"
6256,6583,U+088DD,裝,1,壯衣,zhuang1,壯,衣,zhuang4,yi1,zh,uang,1,zh,uang,4,y,i,1,"[1, 1, 0]","[0, 0, 1]"
6257,6584,U+088DE,裞,0,衤兌,shui4,衤,兌,衤,dui4,sh,ui,4,00,,衤,d,ui,4,"[0, 0, 0]","[0, 1, 1]"
6258,6585,U+088DF,裟,1,沙衣,sha1,沙,衣,sha1,yi1,sh,a,1,sh,a,1,y,i,1,"[1, 1, 1]","[0, 0, 1]"
6259,6586,U+088E0,裠,1,君衣,qun2,君,衣,jun1,yi1,q,un,2,j,un,1,y,i,1,"[0, 1, 0]","[0, 0, 0]"
6260,6587,U+088E8,裨,0,衤卑,bi4,衤,卑,衤,bei1,b,i,4,00,,衤,b,ei,1,"[0, 0, 0]","[1, 0, 0]"
6261,6588,U+088EF,裯,0,衤周,chou2,衤,周,衤,zhou1,ch,ou,2,00,,衤,zh,ou,1,"[0, 0, 0]","[0, 1, 0]"
6262,6589,U+088F2,裲,0,衤兩,liang3,衤,兩,衤,liang3,l,iang,3,00,,衤,l,iang,3,"[0, 0, 0]","[1, 1, 1]"
6263,6590,U+088F3,裳,1,尚衣,chang2,尚,衣,shang4,yi1,ch,ang,2,sh,ang,4,y,i,1,"[0, 1, 0]","[0, 0, 0]"
6264,6591,U+088F5,裵,1,非衣,pei2,非,衣,fei1,yi1,p,ei,2,f,ei,1,y,i,1,"[0, 1, 0]","[0, 0, 0]"
6265,6592,U+088F8,裸,0,衤果,luo3,衤,果,衤,guo3,l,uo,3,00,,衤,g,uo,3,"[0, 0, 0]","[0, 1, 1]"
6266,6593,U+088F9,裹,4,衣果,guo3,衣,果,yi1,guo3,g,uo,3,y,i,1,g,uo,3,"[0, 0, 0]","[1, 1, 1]"
